000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-04
000.000 Log file "afb.log", TCP port 59144, debug mask 0x03
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.441 New epoch: Sun May 19 16:56:17 2019
000.442 =================================================================
000.442 
000.442 Designed by yu, build: May 19 2019  16:55:51
290.033 Send DATA 11 52, ID 10459
290.081 Recv DATA 56 6, ID 20440
290.304 Send DATA 12 52, ID 10460
290.337 Recv DATA 57 7, ID 20441
290.559 Send DATA 13 52, ID 10461
290.608 Recv DATA 58 8, ID 20442
290.833 Send DATA 14 52, ID 10462
290.865 Recv DATA 59 9, ID 20443
291.086 Send DATA 15 52, ID 10463
291.132 Recv DATA 53 10, ID 20437
291.134 .... 438 packets received, 3089 bps, 38.61%, Err 233 (1.0e-04)
291.356 Send DATA 16 53, ID 10464
291.390 Recv DATA 54 11, ID 20438
291.623 Send DATA 17 54, ID 10465
291.655 Recv DATA 55 12, ID 20439
291.879 Send DATA 18 55, ID 10466
291.912 Recv DATA 56 13, ID 20440
292.149 Send DATA 19 56, ID 10467
292.182 Recv DATA 57 14, ID 20441
292.405 Send DATA 20 57, ID 10468
292.454 Recv DATA 58 15, ID 20442
292.676 Send DATA 21 58, ID 10469
292.708 Recv DATA 59 16, ID 20443
292.930 Send DATA 22 59, ID 10470
292.979 **** Receiver Error, Bad CRC Checksum
293.201 Send DATA 23 59, ID 10471
293.234 **** Receiver Error, Bad CRC Checksum
293.376 ---- DATA 17 timeout
293.376 Send DATA 17 59, ID 10465
293.504 Recv DATA 62 17, ID 20446
293.727 Send DATA 18 59, ID 10466
293.760 Recv DATA 63 17, ID 20447
293.997 Send DATA 19 59, ID 10467
294.029 Recv DATA 0 17, ID 20448
294.252 Send DATA 20 59, ID 10468
294.301 Recv DATA 1 17, ID 20449
294.524 Send DATA 21 59, ID 10469
294.558 Recv DATA 2 17, ID 20450
294.779 Send DATA 22 59, ID 10470
294.827 Recv DATA 60 17, ID 20444
294.827 .... 445 packets received, 3099 bps, 38.73%, Err 235 (1.0e-04)
295.051 Send DATA 23 60, ID 10471
295.100 Recv DATA 61 18, ID 20445
295.307 Send DATA 24 61, ID 10472
295.371 **** Receiver Error, Bad CRC Checksum
295.578 Send DATA 25 61, ID 10473
295.610 **** Receiver Error, Bad CRC Checksum
295.753 ---- DATA 19 timeout
295.754 Send DATA 19 61, ID 10467
295.880 Recv DATA 0 19, ID 20448
296.101 Send DATA 20 61, ID 10468
296.149 Recv DATA 1 19, ID 20449
296.371 Send DATA 21 61, ID 10469
296.418 **** Receiver Error, Bad CRC Checksum
296.640 Send DATA 22 61, ID 10470
296.656 Recv DATA 3 19, ID 20451
296.893 Send DATA 23 61, ID 10471
296.942 Recv DATA 4 19, ID 20452
297.162 Send DATA 24 61, ID 10472
297.196 Recv DATA 62 19, ID 20446
297.196 .... 447 packets received, 3088 bps, 38.60%, Err 239 (1.0e-04)
297.419 Send DATA 25 62, ID 10473
297.468 **** Receiver Error, Bad CRC Checksum
297.691 Send DATA 26 62, ID 10474
297.724 **** Receiver Error, Bad CRC Checksum
297.883 ---- DATA 20 timeout
297.884 Send DATA 20 62, ID 10468
297.996 Recv DATA 1 22, ID 20449
298.218 Send DATA 21 62, ID 10469
298.265 Recv DATA 2 23, ID 20450
298.489 Send DATA 22 62, ID 10470
298.506 Recv DATA 3 24, ID 20451
298.743 Send DATA 23 62, ID 10471
298.791 Recv DATA 4 25, ID 20452
299.012 Send DATA 24 62, ID 10472
299.044 Recv DATA 5 26, ID 20453
299.266 Send DATA 25 62, ID 10473
299.298 Recv DATA 63 26, ID 20447
299.299 .... 448 packets received, 3073 bps, 38.41%, Err 241 (1.0e-04)
299.537 Send DATA 26 63, ID 10474
299.569 **** Receiver Error, Bad CRC Checksum
299.791 ---- DATA 20 timeout
299.791 Send DATA 20 63, ID 10468
299.839 Recv DATA 1 26, ID 20449
300.061 Send DATA 21 63, ID 10469
300.108 Recv DATA 2 26, ID 20450
300.331 Send DATA 22 63, ID 10470
300.364 Recv DATA 3 26, ID 20451
300.601 Send DATA 23 63, ID 10471
300.634 Recv DATA 4 26, ID 20452
300.858 Send DATA 24 63, ID 10472
300.907 Recv DATA 5 26, ID 20453
301.114 Send DATA 25 63, ID 10473
301.163 Recv DATA 6 26, ID 20454
301.386 Send DATA 26 63, ID 10474
301.419 Recv DATA 0 26, ID 20448
301.420 .... 449 packets received, 3058 bps, 38.22%, Err 241 (1.0e-04)
301.644 Send DATA 27 0, ID 10475
301.691 Recv DATA 1 26, ID 20449
301.914 Send DATA 28 1, ID 10476
301.946 **** Receiver Error, Bad CRC Checksum
302.185 Send DATA 29 1, ID 10477
302.218 **** Receiver Error, Bad CRC Checksum
302.441 Send DATA 30 1, ID 10478
302.474 Recv DATA 4 26, ID 20452
302.698 Send DATA 31 1, ID 10479
302.747 Recv DATA 5 26, ID 20453
302.971 Send DATA 32 1, ID 10480
303.004 Recv DATA 6 26, ID 20454
303.226 Send DATA 33 1, ID 10481
303.274 Recv DATA 7 26, ID 20455
303.418 ---- DATA 27 timeout
303.418 Send DATA 27 1, ID 10475
303.530 Recv DATA 8 26, ID 20456
303.767 Send DATA 28 1, ID 10476
303.799 Recv DATA 2 26, ID 20450
303.799 .... 451 packets received, 3047 bps, 38.09%, Err 243 (1.0e-04)
304.022 Send DATA 29 2, ID 10477
304.055 Recv DATA 3 26, ID 20451
304.291 Send DATA 30 3, ID 10478
304.323 Recv DATA 4 26, ID 20452
304.547 Send DATA 31 4, ID 10479
304.580 Recv DATA 5 26, ID 20453
304.819 Send DATA 32 5, ID 10480
304.851 Recv DATA 6 26, ID 20454
305.075 Send DATA 33 6, ID 10481
305.123 Recv DATA 7 26, ID 20455
305.347 ---- DATA 27 timeout
305.347 Send DATA 27 7, ID 10475
305.396 Recv DATA 8 26, ID 20456
305.616 Send DATA 28 8, ID 10476
305.649 Recv DATA 9 26, ID 20457
305.871 Send DATA 29 9, ID 10477
305.919 Recv DATA 10 26, ID 20458
305.920 .... 459 packets received, 3080 bps, 38.50%, Err 243 (9.9e-05)
306.143 Send DATA 30 10, ID 10478
306.175 Recv DATA 11 26, ID 20459
306.404 Send DATA 31 11, ID 10479
306.438 **** Receiver Error, Bad CRC Checksum
306.661 Send DATA 32 11, ID 10480
306.709 Recv DATA 13 27, ID 20461
306.930 Send DATA 33 11, ID 10481
306.977 Recv DATA 14 27, ID 20462
307.186 Send DATA 34 11, ID 10482
307.219 Recv DATA 15 27, ID 20463
307.378 ---- DATA 28 timeout
307.379 Send DATA 28 11, ID 10476
307.497 Recv DATA 16 27, ID 20464
307.721 Send DATA 29 11, ID 10477
307.770 **** Receiver Error, Bad CRC Checksum
307.992 Send DATA 30 11, ID 10478
308.008 Recv DATA 18 27, ID 20466
308.247 Send DATA 31 11, ID 10479
308.280 Recv DATA 12 27, ID 20460
308.281 .... 461 packets received, 3070 bps, 38.37%, Err 245 (9.9e-05)
308.518 Send DATA 32 12, ID 10480
308.551 Recv DATA 13 27, ID 20461
308.773 Send DATA 33 13, ID 10481
308.806 Recv DATA 14 28, ID 20462
309.045 Send DATA 34 14, ID 10482
309.093 Recv DATA 15 28, ID 20463
309.302 Send DATA 35 15, ID 10483
309.350 Recv DATA 16 28, ID 20464
309.496 ---- DATA 29 timeout
309.496 Send DATA 29 16, ID 10477
309.624 **** Receiver Error, Bad CRC Checksum
309.832 Send DATA 30 16, ID 10478
309.865 Recv DATA 18 28, ID 20466
310.101 Send DATA 31 16, ID 10479
310.134 Recv DATA 19 28, ID 20467
310.356 Send DATA 32 16, ID 10480
310.404 Recv DATA 20 28, ID 20468
310.625 Send DATA 33 16, ID 10481
310.659 Recv DATA 21 28, ID 20469
310.882 Send DATA 34 16, ID 10482
310.931 Recv DATA 22 29, ID 20470
311.153 Send DATA 35 16, ID 10483
311.185 Recv DATA 23 29, ID 20471
311.423 Send DATA 36 16, ID 10484
311.455 Recv DATA 17 29, ID 20465
311.456 .... 466 packets received, 3071 bps, 38.39%, Err 247 (9.9e-05)
311.600 ---- DATA 30 timeout
311.601 Send DATA 30 17, ID 10478
311.713 **** Receiver Error, Bad CRC Checksum
311.938 Send DATA 31 17, ID 10479
311.985 **** Receiver Error, Bad CRC Checksum
312.207 Send DATA 32 17, ID 10480
312.240 Recv DATA 20 29, ID 20468
312.479 Send DATA 33 17, ID 10481
312.513 Recv DATA 21 29, ID 20469
312.736 Send DATA 34 17, ID 10482
312.769 **** Receiver Error, Bad CRC Checksum
313.006 Send DATA 35 17, ID 10483
313.039 Recv DATA 23 29, ID 20471
313.263 Send DATA 36 17, ID 10484
313.295 Recv DATA 24 29, ID 20472
313.532 ---- DATA 30 timeout
313.533 Send DATA 30 17, ID 10478
313.565 Recv DATA 18 29, ID 20466
313.565 .... 467 packets received, 3057 bps, 38.21%, Err 250 (1.0e-04)
313.788 Send DATA 31 18, ID 10479
313.836 Recv DATA 19 29, ID 20467
314.058 Send DATA 32 19, ID 10480
314.106 Recv DATA 20 29, ID 20468
314.328 Send DATA 33 20, ID 10481
314.361 **** Receiver Error, Bad CRC Checksum
314.585 Send DATA 34 20, ID 10482
314.633 Recv DATA 22 29, ID 20470
314.854 Send DATA 35 20, ID 10483
314.885 **** Receiver Error, Bad CRC Checksum
315.107 Send DATA 36 20, ID 10484
315.155 Recv DATA 24 31, ID 20472
315.379 Send DATA 37 20, ID 10485
315.412 Recv DATA 25 32, ID 20473
315.634 Send DATA 38 20, ID 10486
315.683 Recv DATA 26 33, ID 20474
315.904 Send DATA 39 20, ID 10487
315.951 Recv DATA 27 33, ID 20475
316.176 Send DATA 40 20, ID 10488
316.208 Recv DATA 21 33, ID 20469
316.209 .... 470 packets received, 3051 bps, 38.14%, Err 252 (1.0e-04)
316.352 ---- DATA 34 timeout
316.352 Send DATA 34 21, ID 10482
316.478 Recv DATA 22 33, ID 20470
316.700 Send DATA 35 22, ID 10483
316.733 Recv DATA 23 33, ID 20471
316.957 Send DATA 36 23, ID 10484
317.005 Recv DATA 24 33, ID 20472
317.227 Send DATA 37 24, ID 10485
317.261 Recv DATA 25 33, ID 20473
317.484 Send DATA 38 25, ID 10486
317.533 Recv DATA 26 33, ID 20474
317.756 Send DATA 39 26, ID 10487
317.788 Recv DATA 27 34, ID 20475
318.014 Send DATA 40 27, ID 10488
318.063 Recv DATA 28 35, ID 20476
318.287 Send DATA 41 28, ID 10489
318.336 Recv DATA 29 36, ID 20477
318.336 .... 478 packets received, 3082 bps, 38.53%, Err 252 (9.9e-05)
318.542 Send DATA 42 29, ID 10490
318.574 Recv DATA 30 37, ID 20478
318.815 Send DATA 43 30, ID 10491
318.863 Recv DATA 31 38, ID 20479
319.069 Send DATA 44 31, ID 10492
319.117 Recv DATA 32 39, ID 20480
319.339 Send DATA 45 32, ID 10493
319.388 Recv DATA 33 40, ID 20481
319.594 Send DATA 46 33, ID 10494
319.632 Recv DATA 34 40, ID 20482
319.868 Send DATA 47 34, ID 10495
319.901 Recv DATA 35 40, ID 20483
320.044 ---- DATA 41 timeout
320.045 Send DATA 41 35, ID 10489
320.170 Recv DATA 36 40, ID 20484
320.395 Send DATA 42 36, ID 10490
320.442 Recv DATA 37 40, ID 20485
320.443 .... 486 packets received, 3113 bps, 38.91%, Err 254 (9.9e-05)
320.665 Send DATA 43 37, ID 10491
320.697 **** Receiver Error, Bad CRC Checksum
320.919 Send DATA 44 37, ID 10492
320.967 **** Receiver Error, Bad CRC Checksum
321.191 Send DATA 45 37, ID 10493
321.224 Recv DATA 40 40, ID 20488
321.446 Send DATA 46 37, ID 10494
321.493 Recv DATA 41 41, ID 20489
321.714 Send DATA 47 37, ID 10495
321.747 **** Receiver Error, Bad CRC Checksum
321.984 Send DATA 48 37, ID 10496
322.017 Recv DATA 43 43, ID 20491
322.241 Send DATA 49 37, ID 10497
322.273 Recv DATA 44 44, ID 20492
322.511 Send DATA 50 37, ID 10498
322.544 Recv DATA 38 45, ID 20486
322.545 .... 487 packets received, 3099 bps, 38.74%, Err 258 (1.0e-04)
322.768 Send DATA 51 38, ID 10499
322.801 **** Receiver Error, Bad CRC Checksum
323.038 Send DATA 52 38, ID 10500
323.071 Recv DATA 40 47, ID 20488
323.294 Send DATA 53 38, ID 10501
323.342 Recv DATA 41 48, ID 20489
323.565 Send DATA 54 38, ID 10502
323.598 Recv DATA 42 49, ID 20490
323.820 Send DATA 55 38, ID 10503
323.853 Recv DATA 43 50, ID 20491
324.090 Send DATA 56 38, ID 10504
324.122 Recv DATA 44 51, ID 20492
324.349 Send DATA 57 38, ID 10505
324.397 **** Receiver Error, Bad CRC Checksum
324.617 Send DATA 58 38, ID 10506
324.666 Recv DATA 39 51, ID 20487
324.666 .... 488 packets received, 3085 bps, 38.56%, Err 261 (1.0e-04)
324.800 ---- DATA 52 timeout
324.802 Send DATA 52 39, ID 10500
324.914 Recv DATA 40 51, ID 20488
325.151 Send DATA 53 40, ID 10501
325.184 Recv DATA 41 51, ID 20489
325.408 Send DATA 54 41, ID 10502
325.440 Recv DATA 42 51, ID 20490
325.679 Send DATA 55 42, ID 10503
325.711 Recv DATA 43 51, ID 20491
325.932 Send DATA 56 43, ID 10504
325.965 Recv DATA 44 51, ID 20492
326.202 Send DATA 57 44, ID 10505
326.235 Recv DATA 45 52, ID 20493
326.473 Send DATA 58 45, ID 10506
326.489 Recv DATA 46 53, ID 20494
326.728 Send DATA 59 46, ID 10507
326.776 Recv DATA 47 54, ID 20495
326.777 .... 496 packets received, 3115 bps, 38.94%, Err 261 (1.0e-04)
327.001 Send DATA 60 47, ID 10508
327.033 Recv DATA 48 55, ID 20496
327.256 Send DATA 61 48, ID 10509
327.305 Recv DATA 49 56, ID 20497
327.529 Send DATA 62 49, ID 10510
327.562 Recv DATA 50 57, ID 20498
327.785 Send DATA 63 50, ID 10511
327.817 Recv DATA 51 58, ID 20499
328.057 Send DATA 0 51, ID 10512
328.089 **** Receiver Error, Bad CRC Checksum
328.309 Send DATA 1 51, ID 10513
328.342 **** Receiver Error, Bad CRC Checksum
328.502 ---- DATA 59 timeout
328.502 Send DATA 59 51, ID 10507
328.614 Recv DATA 54 61, ID 20502
328.834 Send DATA 60 51, ID 10508
328.867 Recv DATA 55 62, ID 20503
329.105 Send DATA 61 51, ID 10509
329.137 Recv DATA 56 63, ID 20504
329.376 Send DATA 62 51, ID 10510
329.392 **** Receiver Error, Bad CRC Checksum
329.632 Send DATA 63 51, ID 10511
329.679 Recv DATA 58 1, ID 20506
329.902 Send DATA 0 51, ID 10512
329.949 Recv DATA 52 1, ID 20500
329.950 .... 501 packets received, 3116 bps, 38.96%, Err 264 (1.0e-04)
330.157 Send DATA 1 52, ID 10513
330.204 Recv DATA 53 1, ID 20501
330.426 Send DATA 2 53, ID 10514
330.473 Recv DATA 54 1, ID 20502
330.695 Send DATA 3 54, ID 10515
330.712 Recv DATA 55 1, ID 20503
330.948 Send DATA 4 55, ID 10516
330.981 **** Receiver Error, Bad CRC Checksum
331.219 Send DATA 5 55, ID 10517
331.250 Recv DATA 57 1, ID 20505
331.489 Send DATA 6 55, ID 10518
331.521 Recv DATA 58 1, ID 20506
331.743 Send DATA 7 55, ID 10519
331.793 Recv DATA 59 1, ID 20507
332.008 Send DATA 8 55, ID 10520
332.042 Recv DATA 60 1, ID 20508
332.189 ---- DATA 2 timeout
332.192 Send DATA 2 55, ID 10514
332.309 **** Receiver Error, Bad CRC Checksum
332.545 Send DATA 3 55, ID 10515
332.561 Recv DATA 62 1, ID 20510
332.800 Send DATA 4 55, ID 10516
332.849 **** Receiver Error, Bad CRC Checksum
333.071 Send DATA 5 55, ID 10517
333.103 Recv DATA 57 1, ID 20505
333.325 Send DATA 6 55, ID 10518
333.357 **** Receiver Error, Bad CRC Checksum
333.596 Send DATA 7 55, ID 10519
333.629 **** Receiver Error, Bad CRC Checksum
333.851 Send DATA 8 55, ID 10520
333.899 Recv DATA 60 3, ID 20508
334.120 Send DATA 9 55, ID 10521
334.154 Recv DATA 61 4, ID 20509
334.392 Send DATA 10 55, ID 10522
334.408 Recv DATA 62 5, ID 20510
334.651 Send DATA 11 55, ID 10523
334.683 Recv DATA 56 6, ID 20504
334.684 .... 505 packets received, 3097 bps, 38.71%, Err 269 (1.0e-04)
334.906 Send DATA 12 56, ID 10524
334.971 Recv DATA 57 6, ID 20505
335.179 Send DATA 13 57, ID 10525
335.212 Recv DATA 58 6, ID 20506
335.355 ---- DATA 7 timeout
335.356 Send DATA 7 58, ID 10519
335.467 Recv DATA 59 6, ID 20507
335.706 Send DATA 8 59, ID 10520
335.737 Recv DATA 60 6, ID 20508
335.962 Send DATA 9 60, ID 10521
336.010 Recv DATA 61 6, ID 20509
336.236 Send DATA 10 61, ID 10522
336.268 Recv DATA 62 6, ID 20510
336.491 Send DATA 11 62, ID 10523
336.524 Recv DATA 63 6, ID 20511
336.761 Send DATA 12 63, ID 10524
336.793 Recv DATA 0 7, ID 20512
336.793 .... 513 packets received, 3126 bps, 39.08%, Err 269 (1.0e-04)
337.033 Send DATA 13 0, ID 10525
337.069 Recv DATA 1 8, ID 20513
337.290 Send DATA 14 1, ID 10526
337.338 Recv DATA 2 9, ID 20514
337.561 Send DATA 15 2, ID 10527
337.593 Recv DATA 3 10, ID 20515
337.818 Send DATA 16 3, ID 10528
337.866 Recv DATA 4 11, ID 20516
338.087 Send DATA 17 4, ID 10529
338.120 Recv DATA 5 12, ID 20517
338.341 Send DATA 18 5, ID 10530
338.406 **** Receiver Error, Bad CRC Checksum
338.613 Send DATA 19 5, ID 10531
338.662 Recv DATA 7 14, ID 20519
338.869 Send DATA 20 5, ID 10532
338.918 Recv DATA 8 15, ID 20520
339.140 Send DATA 21 5, ID 10533
339.189 Recv DATA 9 16, ID 20521
339.397 Send DATA 22 5, ID 10534
339.444 Recv DATA 10 17, ID 20522
339.669 Send DATA 23 5, ID 10535
339.717 Recv DATA 11 18, ID 20523
339.922 Send DATA 24 5, ID 10536
339.954 Recv DATA 12 19, ID 20524
340.193 Send DATA 25 5, ID 10537
340.224 Recv DATA 6 20, ID 20518
340.226 .... 519 packets received, 3131 bps, 39.13%, Err 271 (1.0e-04)
340.464 Send DATA 26 6, ID 10538
340.498 Recv DATA 7 21, ID 20519
340.719 Send DATA 27 7, ID 10539
340.767 Recv DATA 8 21, ID 20520
340.988 Send DATA 28 8, ID 10540
341.037 **** Receiver Error, Bad CRC Checksum
341.181 ---- DATA 22 timeout
341.181 Send DATA 22 8, ID 10534
341.279 Recv DATA 10 21, ID 20522
341.508 Send DATA 23 8, ID 10535
341.588 **** Receiver Error, Bad CRC Checksum
341.778 Send DATA 24 8, ID 10536
341.826 Recv DATA 12 21, ID 20524
342.034 Send DATA 25 8, ID 10537
342.066 Recv DATA 13 21, ID 20525
342.304 Send DATA 26 8, ID 10538
342.336 Recv DATA 14 21, ID 20526
342.576 Send DATA 27 8, ID 10539
342.608 Recv DATA 15 22, ID 20527
342.837 Send DATA 28 8, ID 10540
342.884 **** Receiver Error, Bad CRC Checksum
343.092 Send DATA 29 8, ID 10541
343.140 Recv DATA 10 24, ID 20522
343.363 Send DATA 30 8, ID 10542
343.412 Recv DATA 11 24, ID 20523
343.620 Send DATA 31 8, ID 10543
343.653 Recv DATA 12 24, ID 20524
343.812 ---- DATA 25 timeout
343.813 Send DATA 25 8, ID 10537
343.924 Recv DATA 13 24, ID 20525
344.147 Send DATA 26 8, ID 10538
344.196 Recv DATA 14 24, ID 20526
344.419 Send DATA 27 8, ID 10539
344.451 **** Receiver Error, Bad CRC Checksum
344.674 Send DATA 28 8, ID 10540
344.723 Recv DATA 9 24, ID 20521
344.724 .... 522 packets received, 3108 bps, 38.85%, Err 276 (1.0e-04)
344.946 Send DATA 29 9, ID 10541
344.993 **** Receiver Error, Bad CRC Checksum
345.214 Send DATA 30 9, ID 10542
345.246 Recv DATA 11 25, ID 20523
345.476 Send DATA 31 9, ID 10543
345.525 Recv DATA 12 26, ID 20524
345.731 Send DATA 32 9, ID 10544
345.779 Recv DATA 13 26, ID 20525
346.001 Send DATA 33 9, ID 10545
346.049 Recv DATA 14 26, ID 20526
346.177 ---- DATA 27 timeout
346.177 Send DATA 27 9, ID 10539
346.304 Recv DATA 15 26, ID 20527
346.526 Send DATA 28 9, ID 10540
346.574 Recv DATA 16 26, ID 20528
346.796 Send DATA 29 9, ID 10541
346.828 Recv DATA 10 26, ID 20522
346.829 .... 523 packets received, 3095 bps, 38.68%, Err 277 (1.0e-04)
347.052 Send DATA 30 10, ID 10542
347.100 **** Receiver Error, Bad CRC Checksum
347.322 Send DATA 31 10, ID 10543
347.370 **** Receiver Error, Bad CRC Checksum
347.592 Send DATA 32 10, ID 10544
347.623 Recv DATA 13 27, ID 20525
347.845 Send DATA 33 10, ID 10545
347.894 Recv DATA 14 28, ID 20526
348.116 Send DATA 34 10, ID 10546
348.147 Recv DATA 15 29, ID 20527
348.385 Send DATA 35 10, ID 10547
348.418 Recv DATA 16 29, ID 20528
348.641 Send DATA 36 10, ID 10548
348.673 Recv DATA 17 29, ID 20529
348.832 ---- DATA 30 timeout
348.833 Send DATA 30 10, ID 10542
348.941 Recv DATA 11 29, ID 20523
348.942 .... 524 packets received, 3082 bps, 38.52%, Err 278 (1.0e-04)
349.163 Send DATA 31 11, ID 10543
349.212 Recv DATA 12 29, ID 20524
349.435 Send DATA 32 12, ID 10544
349.466 **** Receiver Error, Bad CRC Checksum
349.705 Send DATA 33 12, ID 10545
349.737 Recv DATA 14 29, ID 20526
349.960 Send DATA 34 12, ID 10546
349.992 **** Receiver Error, Bad CRC Checksum
350.229 Send DATA 35 12, ID 10547
350.263 Recv DATA 16 30, ID 20528
350.484 Send DATA 36 12, ID 10548
350.516 Recv DATA 17 31, ID 20529
350.757 Send DATA 37 12, ID 10549
350.789 Recv DATA 18 32, ID 20530
351.010 Send DATA 38 12, ID 10550
351.043 Recv DATA 19 33, ID 20531
351.283 Send DATA 39 12, ID 10551
351.315 Recv DATA 13 33, ID 20525
351.316 .... 526 packets received, 3073 bps, 38.41%, Err 280 (1.0e-04)
351.538 Send DATA 40 13, ID 10552
351.587 Recv DATA 14 33, ID 20526
351.730 ---- DATA 34 timeout
351.730 Send DATA 34 14, ID 10546
351.840 Recv DATA 15 33, ID 20527
352.081 Send DATA 35 15, ID 10547
352.112 Recv DATA 16 33, ID 20528
352.334 Send DATA 36 16, ID 10548
352.384 Recv DATA 17 33, ID 20529
352.606 Send DATA 37 17, ID 10549
352.638 Recv DATA 18 33, ID 20530
352.859 Send DATA 38 18, ID 10550
352.906 Recv DATA 19 33, ID 20531
353.129 Send DATA 39 19, ID 10551
353.177 **** Receiver Error, Bad CRC Checksum
353.396 Send DATA 40 19, ID 10552
353.429 Recv DATA 21 35, ID 20533
353.651 Send DATA 41 19, ID 10553
353.683 Recv DATA 22 36, ID 20534
353.921 Send DATA 42 19, ID 10554
353.952 Recv DATA 23 37, ID 20535
354.193 Send DATA 43 19, ID 10555
354.226 Recv DATA 24 38, ID 20536
354.446 Send DATA 44 19, ID 10556
354.478 Recv DATA 25 39, ID 20537
354.714 Send DATA 45 19, ID 10557
354.748 Recv DATA 26 39, ID 20538
354.972 Send DATA 46 19, ID 10558
355.020 Recv DATA 20 39, ID 20532
355.021 .... 533 packets received, 3081 bps, 38.51%, Err 283 (1.0e-04)
355.164 ---- DATA 40 timeout
355.165 Send DATA 40 20, ID 10552
355.275 **** Receiver Error, Bad CRC Checksum
355.499 Send DATA 41 20, ID 10553
355.531 **** Receiver Error, Bad CRC Checksum
355.770 Send DATA 42 20, ID 10554
355.803 **** Receiver Error, Bad CRC Checksum
356.041 Send DATA 43 20, ID 10555
356.074 Recv DATA 24 39, ID 20536
356.297 Send DATA 44 20, ID 10556
356.329 Recv DATA 25 39, ID 20537
356.554 Send DATA 45 20, ID 10557
356.602 Recv DATA 26 40, ID 20538
356.825 Send DATA 46 20, ID 10558
356.874 Recv DATA 27 41, ID 20539
357.082 Send DATA 47 20, ID 10559
357.131 Recv DATA 21 41, ID 20533
357.132 .... 534 packets received, 3068 bps, 38.35%, Err 286 (1.0e-04)
357.357 Send DATA 48 21, ID 10560
357.405 Recv DATA 22 41, ID 20534
357.533 ---- DATA 42 timeout
357.534 Send DATA 42 22, ID 10554
357.646 Recv DATA 23 41, ID 20535
357.883 Send DATA 43 23, ID 10555
357.916 Recv DATA 24 41, ID 20536
358.138 Send DATA 44 24, ID 10556
358.185 Recv DATA 25 41, ID 20537
358.407 Send DATA 45 25, ID 10557
358.455 Recv DATA 26 41, ID 20538
358.677 Send DATA 46 26, ID 10558
358.710 Recv DATA 27 41, ID 20539
358.934 Send DATA 47 27, ID 10559
358.983 Recv DATA 28 42, ID 20540
359.206 Send DATA 48 28, ID 10560
359.254 Recv DATA 29 43, ID 20541
359.255 .... 542 packets received, 3096 bps, 38.70%, Err 286 (1.0e-04)
359.463 Send DATA 49 29, ID 10561
359.511 Recv DATA 30 44, ID 20542
359.734 Send DATA 50 30, ID 10562
359.783 Recv DATA 31 45, ID 20543
359.992 Send DATA 51 31, ID 10563
360.024 Recv DATA 32 46, ID 20544
360.265 Send DATA 52 32, ID 10564
360.297 Recv DATA 33 47, ID 20545
360.520 Send DATA 53 33, ID 10565
360.552 Recv DATA 34 48, ID 20546
360.790 Send DATA 54 34, ID 10566
360.821 Recv DATA 35 49, ID 20547
361.044 Send DATA 55 35, ID 10567
361.077 Recv DATA 36 49, ID 20548
361.315 Send DATA 56 36, ID 10568
361.348 **** Receiver Error, Bad CRC Checksum
361.490 ---- DATA 50 timeout
361.491 Send DATA 50 36, ID 10562
361.603 Recv DATA 38 49, ID 20550
361.843 Send DATA 51 36, ID 10563
361.876 Recv DATA 39 49, ID 20551
362.099 Send DATA 52 36, ID 10564
362.132 Recv DATA 40 49, ID 20552
362.369 Send DATA 53 36, ID 10565
362.417 Recv DATA 41 49, ID 20553
362.627 Send DATA 54 36, ID 10566
362.675 Recv DATA 42 49, ID 20554
362.899 Send DATA 55 36, ID 10567
362.930 Recv DATA 43 50, ID 20555
363.154 Send DATA 56 36, ID 10568
363.203 Recv DATA 37 51, ID 20549
363.204 .... 550 packets received, 3107 bps, 38.84%, Err 287 (9.9e-05)
363.426 Send DATA 57 37, ID 10569
363.459 Recv DATA 38 51, ID 20550
363.689 Send DATA 58 38, ID 10570
363.722 Recv DATA 39 51, ID 20551
363.882 ---- DATA 52 timeout
363.883 Send DATA 52 39, ID 10564
363.995 **** Receiver Error, Bad CRC Checksum
364.216 Send DATA 53 39, ID 10565
364.249 Recv DATA 41 51, ID 20553
364.474 Send DATA 54 39, ID 10566
364.521 Recv DATA 42 51, ID 20554
364.743 Send DATA 55 39, ID 10567
364.776 Recv DATA 43 51, ID 20555
365.013 Send DATA 56 39, ID 10568
365.045 Recv DATA 44 51, ID 20556
365.268 Send DATA 57 39, ID 10569
365.317 Recv DATA 45 52, ID 20557
365.541 Send DATA 58 39, ID 10570
365.575 Recv DATA 46 53, ID 20558
365.798 Send DATA 59 39, ID 10571
365.847 **** Receiver Error, Bad CRC Checksum
366.069 Send DATA 60 39, ID 10572
366.103 Recv DATA 41 55, ID 20553
366.327 Send DATA 61 39, ID 10573
366.375 Recv DATA 42 56, ID 20554
366.598 Send DATA 62 39, ID 10574
366.635 Recv DATA 43 57, ID 20555
366.858 Send DATA 63 39, ID 10575
366.906 **** Receiver Error, Bad CRC Checksum
367.128 Send DATA 0 39, ID 10576
367.161 **** Receiver Error, Bad CRC Checksum
367.307 ---- DATA 58 timeout
367.307 Send DATA 58 39, ID 10570
